id,first_name,last_name,age,country_name,subscription,watch_time_hours,favourite_genre,last_access
7556,NA,,27,Japan,NA,0,Documentary,NA
7557,NA,,19,NA,Premium,222,NA,22-Jun-24
5185,NA,,21,NA,Basic,382,NA,01-Feb-25
0,NA,,0,Australia,Premium,0,NA,20-Aug-24
7560,NA,,0,Australia,Premium,436,NA,NA
0,NA,,20,Australia,NA,135,NA,NA
7562,James,Davis,0,NA,Standard,55,Action,23-Apr-24
0,NA,,0,India,Standard,0,Action,04-Jan-25
7564,NA,,32,Mexico,Standard,158,Comedy,21-May-24
7565,John,Smith,27,UK,Premium,860,NA,20-Aug-24
0,NA,,27,NA,Basic,715,Drama,27-Apr-24
7567,NA,,0,NA,NA,0,Action,11-Dec-24
7568,Jane,Hernandez,0,UK,Basic,312,Horror,NA
5185,John,Miller,0,Mexico,Standard,43,Sci-Fi,20-May-24
0,NA,,40,Mexico,Basic,222,Action,NA
7571,Michael,Davis,27,NA,Premium,46,Comedy,16-Jul-24
7572,Emma,Smith,69,France,Premium,447,Sci-Fi,11-Aug-24
0,Jane,Johnson,27,NA,NA,0,NA,11-May-24
7574,Jane,Smith,76,USA,Basic,793,Comedy,08-Sep-24
7575,NA,,68,Japan,Standard,494,Horror,01-Nov-24
7576,Jane,Brown,36,France,Premium,0,Drama,14-Apr-24
7577,NA,,67,NA,Basic,755,NA,27-Jul-24
0,Jane,Smith,30,Mexico,NA,222,Sci-Fi,14-Jan-25
7579,NA,,0,India,Premium,0,NA,17-Mar-24
0,Alex,Johnson,0,NA,NA,0,Romance,15-Jun-24
0,Alex,Williams,39,Canada,Basic,0,Documentary,18-Feb-25
0,NA,,19,USA,NA,739,Comedy,14-May-24
0,Chris,Davis,72,Canada,Basic,426,NA,12-Feb-25
7584,Jane,Garcia,27,NA,NA,0,NA,NA
7585,Emma,Miller,57,Mexico,NA,389,NA,NA
0,Katie,Brown,0,USA,Basic,0,Drama,NA
7587,Alex,Brown,27,India,Basic,222,NA,NA
7588,Chris,Smith,0,UK,Premium,214,NA,NA
0,James,Davis,0,Australia,Standard,0,Action,18-Mar-24
0,Katie,Smith,0,Germany,Standard,304,Comedy,NA
5185,Michael,Brown,0,NA,NA,222,Documentary,18-Nov-24
7592,Jane,Martinez,0,UK,Standard,0,Horror,NA
7593,NA,,0,Japan,NA,0,Romance,NA
0,John,Jones,0,Japan,Basic,0,Comedy,30-Nov-24
7595,John,Hernandez,0,Brazil,NA,36,Romance,05-Oct-24
7596,Katie,Brown,60,NA,NA,0,NA,28-Dec-24
5185,James,Hernandez,34,Brazil,NA,222,Drama,13-Dec-24
0,NA,,33,Canada,NA,0,Horror,NA
7599,Alex,Johnson,77,Germany,Standard,0,Action,NA
0,James,Johnson,43,NA,Standard,497,Documentary,NA
0,John,Williams,15,UK,NA,549,NA,02-Jul-24
7602,Michael,Miller,28,Canada,Premium,699,Romance,NA
7603,Jane,Jones,17,Australia,NA,222,NA,NA
5185,Emma,Jones,13,NA,Basic,140,Romance,NA
0,NA,,0,India,Basic,0,Romance,25-Dec-24
5185,NA,,27,UK,NA,2,Comedy,12-May-24
0,Jane,Jones,0,Australia,Basic,711,Romance,NA
7608,David,Brown,0,USA,Basic,122,NA,NA
5185,Michael,Johnson,76,NA,Standard,0,NA,28-Jun-24
0,Katie,Smith,54,Australia,NA,450,Drama,NA
7611,Alex,Brown,0,NA,Standard,0,Romance,NA
7612,Jane,Jones,19,NA,Standard,0,Comedy,NA
7613,Jane,Williams,0,France,Standard,0,NA,NA
5185,Sarah,Davis,0,NA,NA,0,Action,NA
0,NA,,35,Brazil,NA,0,Documentary,15-Nov-24
7616,NA,,77,Mexico,Basic,0,Sci-Fi,NA
0,Michael,Smith,0,France,Basic,0,NA,NA
7618,Sarah,Garcia,0,NA,NA,222,NA,20-Jan-25
0,Michael,Smith,51,India,NA,4,Horror,NA
7620,NA,,0,Germany,Basic,222,NA,13-Jun-24
0,Alex,Hernandez,80,Australia,Standard,222,Romance,NA
7622,NA,,20,Brazil,NA,0,Horror,NA
0,Sarah,Jones,68,NA,Basic,207,Action,15-Nov-24
7624,David,Miller,27,India,Premium,888,Documentary,NA
7625,Sarah,Miller,24,Japan,NA,839,NA,NA
0,NA,,0,USA,NA,397,NA,16-May-24
0,Chris,Williams,47,NA,Premium,305,Documentary,22-Apr-24
0,James,Hernandez,68,NA,Standard,108,Drama,13-Jan-25
0,NA,,0,Mexico,NA,843,NA,28-Jul-24
0,Jane,Martinez,49,NA,Basic,222,Documentary,25-Sep-24
0,NA,,47,NA,NA,0,Drama,04-Jan-25
7633,Emma,Johnson,0,India,Premium,687,Action,04-May-24
0,John,Brown,0,Brazil,NA,808,NA,NA
7635,James,Davis,0,Germany,Premium,780,Action,NA
7636,Jane,Hernandez,0,NA,NA,222,Romance,22-Jul-24
0,Michael,Brown,36,NA,NA,522,NA,NA
0,James,Johnson,53,India,NA,683,Action,NA
0,NA,,0,NA,NA,0,Drama,17-Nov-24
7640,NA,,0,NA,Basic,0,NA,06-Apr-24
7641,NA,,0,India,Basic,0,Horror,06-Aug-24
0,NA,,41,NA,NA,222,Sci-Fi,16-Jul-24
7643,NA,,0,NA,Basic,222,Drama,17-Mar-24
0,Jane,Garcia,0,Canada,Basic,150,NA,NA
0,Emma,Davis,0,NA,Standard,0,Sci-Fi,15-Dec-24
0,Katie,Johnson,0,Canada,Premium,0,Drama,28-May-24
0,David,Jones,0,NA,Standard,0,Romance,01-Sep-24
7648,NA,,0,India,NA,367,NA,11-May-24
7649,Emma,Hernandez,41,NA,Premium,222,NA,NA
5185,Sarah,Garcia,35,USA,Standard,565,Documentary,31-Oct-24
7651,NA,,27,France,Premium,0,NA,NA
0,John,Williams,41,UK,Basic,345,Documentary,NA
0,Katie,Jones,80,Australia,Basic,0,Horror,NA
0,Emma,Brown,27,Mexico,NA,832,NA,26-Dec-24
7655,Chris,Johnson,0,NA,Standard,0,Romance,25-Oct-24
0,Sarah,Miller,27,Japan,Basic,0,Drama,26-Sep-24
7657,Emma,Miller,45,NA,Basic,0,Documentary,28-Mar-24
5185,NA,,17,Germany,Standard,79,Sci-Fi,15-Nov-24
0,Sarah,Martinez,18,NA,Basic,290,Romance,NA
7660,Katie,Martinez,27,NA,Basic,24,Romance,20-Apr-24
5185,Alex,Johnson,50,NA,NA,0,NA,NA
0,Katie,Martinez,60,NA,Basic,0,Romance,NA
7663,Emma,Hernandez,27,NA,Standard,0,Comedy,NA
7664,Katie,Jones,0,India,Premium,734,NA,NA
7665,Emma,Martinez,0,NA,Premium,0,Comedy,NA
7666,Katie,Garcia,0,UK,NA,222,Drama,22-Oct-24
7667,Alex,Martinez,36,France,NA,0,Sci-Fi,29-Dec-24
5185,Jane,Jones,0,Canada,Premium,222,Romance,NA
0,David,Smith,61,Australia,Basic,189,NA,17-Nov-24
0,NA,,62,USA,NA,0,Comedy,12-Jun-24
0,James,Williams,62,France,Standard,749,NA,22-Jul-24
7672,NA,,0,NA,Premium,635,Comedy,NA
7673,NA,,79,USA,NA,485,Sci-Fi,NA
0,James,Jones,27,NA,NA,0,NA,24-Jan-25
7675,Alex,Miller,58,Australia,NA,164,Sci-Fi,10-Apr-24
7676,NA,,0,NA,Basic,850,Action,20-Jan-25
5185,NA,,27,NA,Basic,594,Sci-Fi,NA
7678,Jane,Davis,13,Canada,NA,732,Drama,NA
7679,NA,,15,USA,NA,0,Action,NA
0,Alex,Jones,0,USA,NA,0,Documentary,NA
7681,Michael,Davis,31,UK,Standard,222,Action,22-Jan-25
7682,NA,,37,NA,NA,440,Drama,NA
5185,Alex,Williams,0,NA,Premium,0,Drama,NA
0,NA,,27,NA,Basic,499,NA,18-Sep-24
7685,NA,,13,NA,Standard,253,Documentary,NA
7686,Emma,Davis,23,Mexico,Basic,356,NA,24-Oct-24
7687,Jane,Jones,0,USA,NA,0,Sci-Fi,24-Sep-24
0,Emma,Davis,66,NA,Basic,161,Documentary,25-Jun-24
0,David,Smith,0,NA,Basic,222,Sci-Fi,01-Jun-24
0,Jane,Williams,0,NA,Standard,0,Sci-Fi,NA
0,Michael,Miller,0,NA,Premium,0,Action,17-Jun-24
7692,Jane,Miller,0,NA,Basic,222,Romance,NA
0,Alex,Williams,27,NA,Basic,222,NA,NA
7694,NA,,0,NA,Standard,0,Documentary,02-Jan-25
7695,John,Miller,27,Japan,NA,222,NA,19-Oct-24
0,John,Garcia,27,Mexico,Premium,222,Sci-Fi,NA
0,Chris,Williams,60,Japan,Basic,222,NA,06-Jul-24
7698,Katie,Jones,57,Japan,NA,222,Horror,13-Nov-24
0,Katie,Williams,13,France,NA,0,Drama,NA
5185,Jane,Johnson,0,Japan,Premium,0,Comedy,11-Aug-24
0,Jane,Brown,0,UK,NA,0,Comedy,NA
7702,John,Johnson,69,Brazil,Basic,0,Comedy,NA
0,James,Williams,42,Canada,Premium,0,NA,NA
5185,David,Davis,20,NA,NA,877,Romance,NA
0,Sarah,Johnson,51,UK,Premium,0,Drama,NA
7706,Jane,Smith,27,Mexico,NA,0,NA,04-Feb-25
7707,NA,,0,Australia,Premium,0,Romance,23-Sep-24
0,NA,,0,France,Premium,83,Action,NA
0,David,Miller,0,Brazil,NA,160,Comedy,16-Jan-25
5185,Michael,Brown,20,Japan,Standard,0,Horror,21-Dec-24
7711,Alex,Williams,27,NA,Basic,481,NA,13-Jul-24
7712,Emma,Martinez,26,NA,NA,222,NA,30-Oct-24
7713,Chris,Williams,0,Japan,Basic,824,Sci-Fi,NA
7714,NA,,16,Japan,Standard,0,NA,NA
7715,NA,,42,India,NA,222,Horror,22-Feb-25
7716,Alex,Garcia,27,Australia,NA,222,NA,NA
0,Sarah,Miller,27,NA,NA,0,Drama,31-Mar-24
7718,Emma,Brown,0,NA,NA,0,Drama,05-Feb-25
5185,NA,,0,NA,Standard,222,Action,NA
0,NA,,0,Australia,Standard,0,NA,NA
7721,NA,,14,NA,Basic,582,NA,09-Sep-24
7722,NA,,47,Brazil,Standard,0,Sci-Fi,30-Jul-24
0,NA,,0,UK,Standard,0,Action,NA
0,Jane,Smith,17,Mexico,NA,447,NA,06-Sep-24
0,Jane,Williams,0,Canada,NA,0,Documentary,09-Jun-24
0,David,Williams,20,NA,NA,476,Sci-Fi,11-Jun-24
0,John,Hernandez,16,NA,NA,691,Action,05-Sep-24
7728,David,Miller,0,Australia,Standard,703,Drama,07-Nov-24
0,Michael,Davis,0,Canada,NA,222,NA,NA
0,NA,,0,NA,NA,640,Documentary,NA
0,Emma,Williams,68,Canada,NA,0,Romance,28-Aug-24
0,NA,,0,Australia,Premium,462,NA,03-May-24
7733,Michael,Smith,13,USA,Premium,0,Action,16-Nov-24
7734,NA,,0,UK,NA,657,Sci-Fi,19-May-24
7735,Alex,Williams,0,Brazil,Premium,222,Romance,NA
5185,NA,,0,UK,NA,0,Sci-Fi,NA
0,Alex,Brown,60,NA,Premium,222,NA,02-Feb-25
0,NA,,59,NA,Premium,84,Sci-Fi,NA
0,NA,,51,UK,NA,0,NA,28-Sep-24
0,Chris,Martinez,0,Mexico,Standard,0,Comedy,30-Jun-24
7741,NA,,0,NA,Basic,0,Drama,01-Sep-24
7742,NA,,0,Germany,NA,36,Comedy,NA
5185,Emma,Jones,61,NA,NA,0,Romance,18-Sep-24
7744,David,Davis,73,Mexico,NA,0,NA,16-Aug-24
0,NA,,75,NA,NA,717,Romance,20-Oct-24
7746,NA,,0,Australia,Standard,64,NA,NA
7747,NA,,0,NA,NA,151,Horror,04-Dec-24
7748,Alex,Smith,0,Germany,NA,383,NA,NA
5185,John,Johnson,0,NA,Standard,0,Sci-Fi,01-Jan-25
7750,NA,,0,Canada,Basic,0,NA,02-Jul-24
7751,NA,,51,USA,Premium,0,NA,12-Mar-24
7752,NA,,42,NA,Premium,320,NA,18-Sep-24
7753,NA,,62,NA,NA,222,Documentary,NA
7754,NA,,0,UK,NA,126,NA,12-Sep-24
5185,Katie,Brown,0,USA,NA,594,Horror,31-Mar-24
0,NA,,77,NA,NA,0,NA,24-Jul-24
0,Emma,Garcia,27,USA,Basic,400,NA,01-Feb-25
7758,Michael,Johnson,0,NA,Standard,222,Horror,18-Dec-24
7759,Sarah,Johnson,27,NA,Premium,625,Action,28-Jun-24
0,NA,,0,Germany,NA,0,Action,17-Nov-24
5185,NA,,58,France,Basic,106,Action,20-Dec-24
7762,NA,,60,Germany,Basic,0,Comedy,20-Dec-24
5185,NA,,0,NA,NA,0,NA,19-Jun-24
7764,Katie,Miller,0,NA,NA,222,Comedy,26-Jul-24
7765,NA,,0,Japan,NA,0,NA,31-Aug-24
7766,NA,,0,NA,NA,222,Sci-Fi,NA
7767,John,Jones,32,Japan,NA,600,Sci-Fi,17-Aug-24
7768,NA,,27,Canada,NA,876,NA,27-Feb-25
5185,David,Garcia,0,Germany,NA,149,NA,NA
0,NA,,0,NA,Basic,222,NA,10-Jul-24
7771,Michael,Miller,0,Germany,NA,0,Comedy,23-Mar-24
7772,Emma,Davis,44,NA,NA,670,Horror,08-Sep-24
7773,James,Garcia,71,NA,NA,207,Romance,18-Feb-25
0,Sarah,Johnson,66,India,NA,517,NA,30-Oct-24
0,Sarah,Brown,14,India,NA,222,Comedy,07-Mar-25
0,Alex,Garcia,27,France,Premium,222,Comedy,19-May-24
0,NA,,0,Japan,NA,0,Action,NA
0,NA,,40,NA,NA,825,NA,24-Mar-24
7779,NA,,0,NA,Premium,160,Horror,04-Dec-24
7780,Katie,Miller,27,NA,NA,0,Horror,17-Jun-24
7781,NA,,40,NA,Premium,0,NA,NA
7782,NA,,27,NA,NA,160,NA,30-Nov-24
0,NA,,0,France,Premium,0,Horror,08-Jul-24
7784,NA,,27,NA,NA,505,Comedy,NA
0,Jane,Miller,45,Canada,NA,0,Action,22-Nov-24
5185,John,Williams,46,Mexico,Basic,222,Sci-Fi,NA
7787,David,Johnson,0,Canada,NA,0,Documentary,28-Oct-24
5185,Sarah,Martinez,0,NA,Standard,0,NA,03-Jan-25
7789,Sarah,Williams,0,USA,NA,0,Action,18-Mar-24
7790,Michael,Hernandez,64,UK,Basic,222,NA,NA
5185,NA,,49,NA,NA,0,Sci-Fi,05-Sep-24
5185,NA,,0,NA,NA,0,Action,NA
7793,NA,,58,Canada,NA,0,Comedy,NA
7794,NA,,21,NA,Standard,725,Horror,NA
0,NA,,0,USA,Basic,818,Horror,07-Nov-24
0,Michael,Jones,75,Germany,Basic,222,NA,NA
0,David,Davis,80,NA,NA,802,Sci-Fi,30-Aug-24
0,James,Hernandez,27,NA,Premium,105,Action,NA
7799,Katie,Williams,0,Australia,Standard,0,Comedy,NA
5185,Michael,Miller,60,India,Premium,222,NA,16-Dec-24
0,Jane,Williams,38,Canada,NA,498,Documentary,28-Jun-24
0,Sarah,Davis,66,NA,NA,175,Action,NA
0,NA,,79,NA,NA,0,Action,05-Dec-24
0,Alex,Williams,27,Japan,NA,0,Romance,NA
0,Emma,Garcia,26,India,NA,0,NA,NA
7806,NA,,0,India,NA,345,Documentary,NA
7807,Sarah,Williams,0,NA,NA,522,Comedy,NA
5185,NA,,0,Australia,NA,150,Documentary,08-Jun-24
7809,NA,,34,USA,Standard,554,Documentary,NA
7810,Katie,Miller,75,Japan,NA,858,NA,31-Jan-25
0,NA,,33,NA,Standard,853,Sci-Fi,24-May-24
7812,Katie,Williams,27,USA,Premium,743,Drama,NA
0,Chris,Smith,0,NA,NA,533,NA,NA
0,Sarah,Miller,32,Australia,Basic,0,Documentary,NA
7815,Emma,Brown,27,France,Premium,0,Sci-Fi,16-Jan-25
0,Alex,Williams,27,Germany,Standard,520,NA,21-Jun-24
5185,Katie,Brown,0,NA,NA,0,Documentary,NA
0,Chris,Smith,46,India,NA,654,Comedy,23-Feb-25
7819,NA,,0,UK,NA,222,NA,08-Mar-24
0,Michael,Johnson,27,Mexico,Standard,275,Comedy,15-Aug-24
7821,David,Johnson,28,NA,Premium,0,NA,NA
0,Katie,Hernandez,45,France,Standard,222,Romance,NA
0,Sarah,Smith,0,UK,Basic,72,Sci-Fi,19-Jul-24
7824,NA,,71,NA,Standard,0,Action,NA
7825,Sarah,Williams,55,France,NA,222,Documentary,NA
0,Chris,Garcia,0,UK,NA,222,NA,08-Jun-24
0,Chris,Garcia,53,Canada,Standard,0,NA,06-Sep-24
7828,Alex,Brown,61,NA,NA,291,NA,21-Feb-25
7829,Sarah,Hernandez,42,NA,NA,0,Documentary,NA
7830,Katie,Miller,57,Germany,Basic,222,Horror,NA
7831,David,Davis,0,NA,Standard,147,Action,NA
0,NA,,46,Brazil,Basic,0,Drama,NA
7833,Chris,Miller,62,Canada,Standard,0,Documentary,NA
5185,John,Williams,0,NA,NA,250,Action,NA
0,NA,,0,NA,Standard,235,Comedy,NA
0,Katie,Garcia,0,Brazil,NA,356,Documentary,NA
0,Michael,Miller,0,Japan,Standard,0,Comedy,NA
0,Emma,Martinez,0,NA,Standard,169,NA,26-Jun-24
0,David,Miller,60,NA,Premium,341,Documentary,18-Oct-24
0,Alex,Johnson,72,NA,Basic,302,Sci-Fi,25-May-24
7841,Sarah,Brown,0,Canada,Standard,353,Romance,25-Nov-24
7842,Emma,Williams,27,NA,NA,0,Horror,NA
7843,NA,,43,NA,Premium,649,Sci-Fi,NA
7844,Alex,Hernandez,62,Mexico,NA,2,Romance,NA
5185,Jane,Jones,0,UK,Basic,524,NA,07-Jun-24
7846,NA,,27,NA,NA,0,Horror,NA
7847,Emma,Williams,64,Germany,Standard,0,Sci-Fi,NA
7848,NA,,62,Mexico,Basic,0,Action,18-Feb-25
7849,NA,,0,NA,NA,222,Sci-Fi,NA
0,NA,,0,Japan,NA,86,Drama,NA
7851,Katie,Hernandez,20,NA,NA,486,NA,NA
0,Jane,Davis,46,NA,Basic,769,Action,NA
0,NA,,0,UK,Standard,0,Drama,06-Apr-24
0,Alex,Hernandez,0,France,NA,0,NA,NA
5185,NA,,59,Mexico,Premium,0,Sci-Fi,26-Jun-24
0,Chris,Johnson,0,India,Premium,0,NA,NA
7857,NA,,78,NA,Standard,574,Romance,NA
0,David,Martinez,31,NA,Basic,497,NA,NA
0,James,Garcia,14,Japan,Standard,0,Sci-Fi,09-May-24
7860,NA,,66,Canada,NA,0,Action,NA
0,Emma,Brown,0,Germany,Basic,784,Action,NA
5185,Emma,Smith,63,NA,NA,0,Drama,18-Feb-25
7863,NA,,24,NA,NA,308,NA,NA
5185,NA,,78,Germany,Standard,75,Comedy,NA
0,NA,,0,NA,Basic,222,NA,24-Dec-24
7866,Michael,Jones,0,Brazil,Premium,553,NA,NA
5185,David,Davis,28,India,Standard,0,NA,07-Sep-24
0,NA,,40,NA,Standard,0,Action,24-Dec-24
0,David,Davis,77,Canada,NA,531,NA,04-Feb-25
7870,Alex,Hernandez,23,Brazil,NA,0,Drama,15-Mar-24
0,NA,,73,India,Basic,0,Drama,NA
7872,David,Davis,0,Canada,Standard,296,Action,15-Apr-24
5185,Michael,Davis,68,NA,NA,17,NA,03-Aug-24
0,James,Garcia,20,Mexico,NA,283,NA,23-Jan-25
7875,Chris,Johnson,38,UK,Basic,222,NA,NA
0,David,Jones,0,Germany,NA,0,NA,28-Apr-24
7877,NA,,27,NA,Standard,0,Comedy,06-Feb-25
5185,NA,,41,NA,Basic,222,Comedy,NA
5185,Emma,Miller,27,Germany,Standard,0,Action,30-Mar-24
7880,Emma,Miller,0,NA,Premium,222,Sci-Fi,27-Jan-25
7881,NA,,0,NA,NA,222,NA,NA
5185,NA,,27,NA,Premium,540,Horror,04-Nov-24
0,NA,,0,NA,Basic,0,NA,22-Nov-24
5185,NA,,0,NA,Premium,0,Documentary,28-Jul-24
7885,NA,,0,USA,Premium,222,Horror,24-Oct-24
7886,Michael,Johnson,70,NA,NA,0,Romance,NA
0,NA,,25,NA,NA,646,NA,11-May-24
0,NA,,58,NA,NA,753,NA,NA
7889,Sarah,Hernandez,41,USA,Standard,0,Documentary,16-Aug-24
0,NA,,21,NA,Premium,222,Horror,03-Oct-24
7891,NA,,46,NA,Basic,0,Sci-Fi,13-Dec-24
7892,Katie,Johnson,0,Japan,Premium,0,Horror,NA
7893,John,Garcia,0,NA,NA,222,NA,NA
7894,Emma,Williams,27,Germany,NA,826,Comedy,NA
7895,Emma,Johnson,0,Brazil,Premium,0,Romance,28-Dec-24
7896,NA,,48,NA,Premium,222,Drama,15-Jan-25
0,Michael,Martinez,74,NA,NA,0,NA,28-Sep-24
5185,Alex,Garcia,52,India,Basic,0,Action,NA
0,Michael,Brown,0,NA,Standard,630,NA,NA
0,Sarah,Martinez,0,Canada,Standard,0,NA,NA
7901,NA,,0,Japan,Basic,222,NA,09-Jan-25
7902,Alex,Miller,0,NA,NA,25,Horror,NA
5185,NA,,0,NA,NA,0,NA,NA
0,NA,,27,Germany,Standard,776,Romance,NA
0,NA,,0,USA,Premium,0,NA,NA
0,NA,,68,NA,NA,0,NA,08-Nov-24
0,Katie,Brown,27,Japan,Standard,222,NA,NA
7908,Alex,Miller,0,USA,NA,642,Comedy,30-Jul-24
5185,Jane,Davis,76,France,NA,0,Romance,26-Aug-24
5185,NA,,76,Germany,NA,222,Sci-Fi,26-May-24
7911,NA,,45,India,Standard,0,Drama,05-Aug-24
7912,NA,,55,NA,Premium,0,Drama,04-May-24
7913,Michael,Hernandez,27,France,NA,47,NA,31-Dec-24
7914,NA,,0,NA,Standard,0,Action,26-May-24
7915,NA,,73,NA,Premium,0,Sci-Fi,NA
0,John,Davis,0,UK,Basic,222,Comedy,NA
7917,John,Martinez,56,NA,Premium,868,NA,15-Jun-24
0,Katie,Martinez,80,India,NA,0,Sci-Fi,NA
7919,Katie,Hernandez,64,UK,NA,588,Sci-Fi,14-Sep-24
7920,Alex,Martinez,0,NA,NA,222,NA,NA
0,Alex,Garcia,0,Canada,NA,0,NA,03-May-24
7922,NA,,35,Germany,NA,143,Action,NA
7923,Chris,Garcia,0,USA,NA,0,Comedy,08-Aug-24
0,Chris,Jones,0,NA,Standard,222,NA,NA
5185,James,Martinez,53,NA,NA,222,NA,15-Apr-24
0,David,Davis,52,Mexico,NA,0,Sci-Fi,16-Aug-24
7927,Sarah,Jones,61,NA,NA,222,NA,02-Mar-25
7928,NA,,46,France,Basic,79,Comedy,03-Jun-24
7929,John,Garcia,0,Canada,Standard,0,NA,23-Jan-25
0,NA,,0,India,NA,0,NA,18-Jan-25
0,Jane,Johnson,0,NA,NA,630,Romance,07-Jun-24
7932,Alex,Martinez,75,Canada,Standard,718,NA,29-Oct-24
7933,NA,,61,Japan,Basic,428,NA,NA
7934,Katie,Brown,70,Germany,Premium,532,Sci-Fi,NA
0,Michael,Miller,31,Brazil,Basic,0,NA,NA
5185,Sarah,Garcia,0,NA,Standard,0,Documentary,NA
5185,NA,,0,USA,NA,0,NA,NA
0,James,Miller,0,NA,Standard,0,Sci-Fi,16-Jan-25
0,Katie,Smith,73,Canada,Standard,222,NA,15-May-24
7940,NA,,45,India,Standard,222,Comedy,NA
7941,NA,,0,Australia,NA,50,NA,NA
0,NA,,27,NA,NA,222,NA,NA
5185,Chris,Martinez,0,USA,Premium,222,NA,NA
7944,John,Jones,25,NA,Premium,772,NA,30-May-24
7945,NA,,0,India,Standard,0,NA,NA
7946,James,Smith,0,India,NA,222,NA,NA
0,Chris,Davis,27,UK,Basic,511,Horror,NA
7948,Katie,Smith,42,NA,NA,0,Action,27-May-24
7949,Alex,Jones,27,France,NA,0,NA,NA
0,NA,,53,Australia,NA,222,Drama,31-Mar-24
0,Katie,Smith,23,Canada,NA,457,Romance,10-May-24
7952,NA,,74,Japan,Standard,222,Romance,02-Oct-24
7953,Emma,Jones,0,Japan,NA,0,Romance,21-Jan-25
0,NA,,0,NA,Standard,0,Sci-Fi,01-Mar-25
5185,NA,,77,NA,Premium,0,NA,NA
7956,Emma,Smith,0,NA,Premium,222,Drama,17-Jul-24
7957,David,Hernandez,61,France,Standard,0,NA,08-Apr-24
7958,NA,,0,Germany,NA,307,Romance,NA
7959,Alex,Miller,67,Canada,Basic,0,NA,13-Mar-24
0,Sarah,Johnson,28,USA,NA,512,NA,08-Feb-25
7961,NA,,0,NA,NA,315,Documentary,05-May-24
0,Emma,Williams,0,India,Premium,222,NA,NA
0,James,Brown,73,Germany,Basic,0,NA,NA
0,Chris,Jones,0,NA,Standard,0,Drama,NA
7965,NA,,0,NA,Standard,382,NA,16-Jun-24
7966,Katie,Brown,0,France,Standard,0,NA,02-Jan-25
7967,Chris,Williams,16,NA,Standard,627,Comedy,05-Jan-25
0,David,Williams,24,NA,NA,0,Drama,20-Aug-24
5185,David,Hernandez,0,France,NA,0,NA,21-Jun-24
7970,NA,,0,Australia,Standard,219,Drama,NA
0,NA,,61,NA,NA,0,NA,30-Jul-24
0,Katie,Miller,44,NA,Basic,0,Romance,NA
7973,Sarah,Jones,0,France,NA,477,Action,05-Jan-25
0,NA,,0,UK,Premium,0,NA,NA
5185,NA,,0,Germany,Premium,0,Comedy,08-May-24
0,NA,,0,NA,Basic,388,Documentary,07-Jul-24
7977,James,Brown,36,UK,NA,0,Romance,08-Aug-24
0,David,Davis,0,NA,NA,0,NA,NA
7979,Michael,Johnson,0,Germany,Standard,0,NA,07-Sep-24
0,Jane,Williams,0,NA,Premium,852,NA,NA
0,Chris,Miller,67,NA,Standard,472,Horror,24-Nov-24
0,NA,,15,Germany,NA,638,Romance,22-Dec-24
0,David,Smith,27,NA,NA,0,NA,13-Nov-24
0,NA,,0,NA,Premium,589,Comedy,NA
0,James,Smith,0,Germany,Premium,370,NA,NA
7986,James,Miller,70,NA,NA,539,Sci-Fi,NA
0,James,Hernandez,47,NA,Premium,0,Documentary,02-Sep-24
5185,David,Martinez,57,Canada,Standard,222,NA,NA
7989,Sarah,Jones,32,USA,Standard,0,Sci-Fi,23-Aug-24
0,David,Brown,17,NA,NA,104,Action,20-Apr-24
7991,Katie,Martinez,36,France,Standard,0,Action,15-May-24
0,Jane,Martinez,31,Japan,NA,0,NA,27-Apr-24
5185,NA,,72,NA,Basic,0,NA,01-Feb-25
7994,Alex,Miller,67,NA,Basic,222,NA,05-Nov-24
7995,Michael,Jones,0,NA,NA,0,NA,NA
0,NA,,27,NA,NA,0,NA,NA
0,James,Brown,0,USA,Basic,222,Drama,NA
0,Michael,Brown,36,Canada,NA,0,Sci-Fi,08-Oct-24
0,Alex,Williams,0,NA,NA,0,Sci-Fi,NA
8000,David,Johnson,0,UK,NA,803,Drama,18-Aug-24
0,Michael,Jones,0,Germany,Basic,705,NA,NA
8002,Sarah,Johnson,54,India,Standard,693,Sci-Fi,NA
8003,Sarah,Jones,57,Germany,Standard,561,NA,NA
5185,NA,,63,Canada,Premium,0,NA,NA
8005,NA,,32,Mexico,Basic,222,NA,10-Mar-24
8006,Emma,Williams,0,Germany,NA,222,Horror,08-Sep-24
8007,Jane,Smith,22,Brazil,Premium,222,Drama,NA
0,Alex,Davis,15,NA,Basic,453,NA,NA
8009,James,Johnson,40,Japan,Standard,273,NA,NA
8010,Michael,Hernandez,0,Japan,Basic,0,NA,26-Oct-24
8011,Alex,Davis,0,NA,Basic,0,NA,NA
8012,Jane,Williams,0,NA,NA,888,NA,NA
5185,Sarah,Smith,27,Japan,Basic,0,Action,NA
0,NA,,0,India,Standard,0,NA,01-Aug-24
8015,Katie,Hernandez,62,NA,Premium,0,Comedy,17-Sep-24
8017,Emma,Davis,25,UK,Basic,222,NA,26-Aug-24
0,John,Garcia,17,France,Basic,0,Sci-Fi,NA
0,John,Martinez,71,India,Premium,0,Romance,07-May-24
0,NA,,0,NA,NA,857,Romance,NA
8021,NA,,20,Canada,NA,368,NA,NA
8022,NA,,27,NA,NA,615,NA,NA
8023,Alex,Miller,27,NA,Premium,0,NA,26-Dec-24
0,Jane,Smith,26,UK,Standard,291,Sci-Fi,NA
